ID,predicted_class,Class,IsTeacher,Progression,HighScore,LastUpdate
166BAEB8,5ème,5EME,0,"{""0 - Tutoriel"":1,""1 - Explorateur"":7}","{""Levels\/Tutoriel\/Tutoriel.xml"":3,""Levels\/Explorateur\/Niveau01.xml"":3,""Levels\/Explorateur\/Niveau02.xml"":3,""Levels\/Explorateur\/Niveau03.xml"":3,""Levels\/Explorateur\/Niveau04.xml"":3,""Levels\/Explorateur\/Niveau05.xml"":3,""Levels\/Tutoriel\/OuvrirPorte.xml"":3,""Levels\/Explorateur\/Niveau06.xml"":2}",2023-06-05 16:57:51
166BAF55,5ème,501,0,"{""0 - Tutoriel"":1,""1 - Explorateur"":7}","{""Levels\/Tutoriel\/Tutoriel.xml"":3,""Levels\/Explorateur\/Niveau01.xml"":3,""Levels\/Explorateur\/Niveau02.xml"":3,""Levels\/Explorateur\/Niveau03.xml"":3,""Levels\/Explorateur\/Niveau04.xml"":2,""Levels\/Explorateur\/Niveau05.xml"":2,""Levels\/Tutoriel\/OuvrirPorte.xml"":2,""Levels\/Explorateur\/Niveau06.xml"":2}",2023-06-05 17:10:44
169CEF41,5ème,5ÈME,0,"{""0 - Tutoriel"":1,""1 - Explorateur"":9}","{""Levels\/Tutoriel\/Tutoriel.xml"":3,""Levels\/Explorateur\/Niveau01.xml"":3,""Levels\/Explorateur\/Niveau02.xml"":3,""Levels\/Explorateur\/Niveau03.xml"":3,""Levels\/Explorateur\/Niveau04.xml"":3,""Levels\/Explorateur\/Niveau05.xml"":3,""Levels\/Tutoriel\/OuvrirPorte.xml"":3,""Levels\/Explorateur\/Niveau06.xml"":3,""Levels\/Explorateur\/Niveau07.xml"":3,""Levels\/Explorateur\/Niveau08.xml"":3}",2023-05-26 14:08:56
16B3EEB5,4ème,4ÈME,0,"{""0 - Tutoriel"":1,""1 - Explorateur"":9,""2 - Collaborateur"":6}","{""Levels\/Tutoriel\/Tutoriel.xml"":3,""Levels\/Explorateur\/Niveau01.xml"":3,""Levels\/Explorateur\/Niveau02.xml"":3,""Levels\/Explorateur\/Niveau03.xml"":3,""Levels\/Explorateur\/Niveau04.xml"":3,""Levels\/Explorateur\/Niveau05.xml"":3,""Levels\/Tutoriel\/OuvrirPorte.xml"":3,""Levels\/Explorateur\/Niveau06.xml"":3,""Levels\/Explorateur\/Niveau07.xml"":3,""Levels\/Explorateur\/Niveau08.xml"":3,""Levels\/Tutoriel\/NommerScript.xml"":3,""Levels\/Collaborateur\/Niveau01.xml"":3,""Levels\/Collaborateur\/Niveau02.xml"":2,""Levels\/Collaborateur\/Niveau03.xml"":2,""Levels\/Collaborateur\/Niveau04.xml"":2,""Levels\/Infiltration\/Niveau07.xml"":2}",2023-06-01 16:11:13
17B5DE5B,5ème,502,0,"{""0 - Tutoriel"":1,""1 - Explorateur"":9,""2 - Collaborateur"":11}","{""Levels\/Tutoriel\/Tutoriel.xml"":3,""Levels\/Explorateur\/Niveau01.xml"":3,""Levels\/Explorateur\/Niveau02.xml"":3,""Levels\/Explorateur\/Niveau03.xml"":3,""Levels\/Explorateur\/Niveau04.xml"":3,""Levels\/Explorateur\/Niveau05.xml"":3,""Levels\/Tutoriel\/OuvrirPorte.xml"":3,""Levels\/Explorateur\/Niveau06.xml"":3,""Levels\/Explorateur\/Niveau07.xml"":3,""Levels\/Explorateur\/Niveau08.xml"":3,""Levels\/Tutoriel\/NommerScript.xml"":3,""Levels\/Collaborateur\/Niveau01.xml"":3,""Levels\/Collaborateur\/Niveau02.xml"":3,""Levels\/Collaborateur\/Niveau03.xml"":3,""Levels\/Collaborateur\/Niveau04.xml"":2,""Levels\/Infiltration\/Niveau07.xml"":3,""Levels\/Infiltration\/Niveau10.xml"":3,""Levels\/Collaborateur\/Niveau05.xml"":2,""Levels\/Collaborateur\/Niveau06.xml"":3,""Levels\/Collaborateur\/Niveau07.xml"":3,""Levels\/Tutoriel\/CreateScript.xml"":3}",2023-06-05 15:58:17
187EABB8,5ème,502,0,"{""0 - Tutoriel"":1,""1 - Explorateur"":9,""2 - Collaborateur"":12,""3 - Repetiteur"":10,""4 - Selectionneur"":5}","{""Levels\/Tutoriel\/Tutoriel.xml"":3,""Levels\/Explorateur\/Niveau01.xml"":3,""Levels\/Explorateur\/Niveau02.xml"":3,""Levels\/Explorateur\/Niveau03.xml"":3,""Levels\/Explorateur\/Niveau04.xml"":3,""Levels\/Explorateur\/Niveau05.xml"":3,""Levels\/Tutoriel\/OuvrirPorte.xml"":3,""Levels\/Explorateur\/Niveau06.xml"":3,""Levels\/Explorateur\/Niveau07.xml"":3,""Levels\/Explorateur\/Niveau08.xml"":3,""Levels\/Tutoriel\/NommerScript.xml"":3,""Levels\/Collaborateur\/Niveau01.xml"":3,""Levels\/Collaborateur\/Niveau02.xml"":3,""Levels\/Collaborateur\/Niveau03.xml"":3,""Levels\/Collaborateur\/Niveau04.xml"":2,""Levels\/Infiltration\/Niveau07.xml"":3,""Levels\/Infiltration\/Niveau10.xml"":3,""Levels\/Collaborateur\/Niveau05.xml"":2,""Levels\/Collaborateur\/Niveau06.xml"":3,""Levels\/Collaborateur\/Niveau07.xml"":3,""Levels\/Tutoriel\/CreateScript.xml"":3,""Levels\/Collaborateur\/Niveau08.xml"":3,""Levels\/Repetiteur\/Niveau01.xml"":3,""Levels\/Repetiteur\/Niveau02.xml"":3,""Levels\/Repetiteur\/Niveau03.xml"":3,""Levels\/BlocklyMaze\/Niveau04.xml"":3,""Levels\/Repetiteur\/Niveau04.xml"":2,""Levels\/Repetiteur\/Niveau05.xml"":2,""Levels\/Repetiteur\/Niveau06.xml"":3,""Levels\/Repetiteur\/Niveau07.xml"":1,""Levels\/Repetiteur\/Niveau08.xml"":2,""Levels\/BlocklyMaze\/Niveau06.xml"":2,""Levels\/Infiltration\/Niveau14.xml"":3,""Levels\/Infiltration\/Niveau15.xml"":3,""Levels\/BlocklyMaze\/Niveau07.xml"":3,""Levels\/BlocklyMaze\/Niveau08.xml"":3}",2023-06-05 16:02:37
18E5DC43,4ème,4EME,0,"{""0 - Tutoriel"":1,""1 - Explorateur"":5}","{""Levels\/Tutoriel\/Tutoriel.xml"":3,""Levels\/Explorateur\/Niveau01.xml"":3,""Levels\/Explorateur\/Niveau02.xml"":3,""Levels\/Explorateur\/Niveau03.xml"":3,""Levels\/Explorateur\/Niveau04.xml"":3,""Levels\/Explorateur\/Niveau05.xml"":3}",2023-10-06 15:19:45
19E75F55,3ème,3EME,0,"{""0 - Tutoriel"":1,""1 - Explorateur"":9,""2 - Collaborateur"":12,""3 - Repetiteur"":10,""4 - Selectionneur"":8}","{""Levels\/Tutoriel\/Tutoriel.xml"":3,""Levels\/Explorateur\/Niveau01.xml"":3,""Levels\/Explorateur\/Niveau02.xml"":3,""Levels\/Explorateur\/Niveau03.xml"":3,""Levels\/Explorateur\/Niveau04.xml"":3,""Levels\/Explorateur\/Niveau05.xml"":3,""Levels\/Tutoriel\/OuvrirPorte.xml"":3,""Levels\/Explorateur\/Niveau06.xml"":1,""Levels\/Explorateur\/Niveau07.xml"":3,""Levels\/Explorateur\/Niveau08.xml"":2,""Levels\/Tutoriel\/NommerScript.xml"":3,""Levels\/Collaborateur\/Niveau01.xml"":3,""Levels\/Collaborateur\/Niveau02.xml"":1,""Levels\/Collaborateur\/Niveau03.xml"":3,""Levels\/Collaborateur\/Niveau04.xml"":2,""Levels\/Infiltration\/Niveau07.xml"":3,""Levels\/Infiltration\/Niveau10.xml"":3,""Levels\/Collaborateur\/Niveau05.xml"":1,""Levels\/Collaborateur\/Niveau06.xml"":3,""Levels\/Collaborateur\/Niveau07.xml"":3,""Levels\/Tutoriel\/CreateScript.xml"":3,""Levels\/Collaborateur\/Niveau08.xml"":2,""Levels\/Repetiteur\/Niveau01.xml"":3,""Levels\/Repetiteur\/Niveau02.xml"":3,""Levels\/Repetiteur\/Niveau03.xml"":3,""Levels\/BlocklyMaze\/Niveau04.xml"":3,""Levels\/Repetiteur\/Niveau04.xml"":3,""Levels\/Repetiteur\/Niveau05.xml"":2,""Levels\/Repetiteur\/Niveau06.xml"":2,""Levels\/Repetiteur\/Niveau07.xml"":2,""Levels\/Repetiteur\/Niveau08.xml"":2,""Levels\/BlocklyMaze\/Niveau06.xml"":3,""Levels\/Infiltration\/Niveau14.xml"":3,""Levels\/Infiltration\/Niveau15.xml"":3,""Levels\/BlocklyMaze\/Niveau07.xml"":3,""Levels\/BlocklyMaze\/Niveau08.xml"":2,""Levels\/Infiltration\/Niveau16.xml"":3,""Levels\/Infiltration\/Niveau20.xml"":1,""Levels\/Selectionneur\/Niveau01.xml"":3}",2023-06-15 09:55:26
1A42C051,4ème,401,0,"{""0 - Tutoriel"":1,""1 - Explorateur"":9,""2 - Collaborateur"":12,""3 - Repetiteur"":5}","{""Levels\/Tutoriel\/Tutoriel.xml"":3,""Levels\/Explorateur\/Niveau01.xml"":3,""Levels\/Explorateur\/Niveau02.xml"":3,""Levels\/Explorateur\/Niveau03.xml"":3,""Levels\/Explorateur\/Niveau04.xml"":3,""Levels\/Explorateur\/Niveau05.xml"":3,""Levels\/Tutoriel\/OuvrirPorte.xml"":2,""Levels\/Explorateur\/Niveau06.xml"":3,""Levels\/Explorateur\/Niveau07.xml"":3,""Levels\/Explorateur\/Niveau08.xml"":3,""Levels\/Tutoriel\/NommerScript.xml"":3,""Levels\/Collaborateur\/Niveau01.xml"":3,""Levels\/Collaborateur\/Niveau02.xml"":3,""Levels\/Collaborateur\/Niveau03.xml"":3,""Levels\/Collaborateur\/Niveau04.xml"":2,""Levels\/Infiltration\/Niveau07.xml"":3,""Levels\/Infiltration\/Niveau10.xml"":3,""Levels\/Collaborateur\/Niveau05.xml"":3,""Levels\/Collaborateur\/Niveau06.xml"":3,""Levels\/Collaborateur\/Niveau07.xml"":3,""Levels\/Tutoriel\/CreateScript.xml"":3,""Levels\/Collaborateur\/Niveau08.xml"":3,""Levels\/Repetiteur\/Niveau01.xml"":3,""Levels\/Repetiteur\/Niveau02.xml"":3,""Levels\/Repetiteur\/Niveau03.xml"":3,""Levels\/BlocklyMaze\/Niveau04.xml"":3,""Levels\/Repetiteur\/Niveau04.xml"":2}",2023-06-01 16:09:48
1A98A89,5ème,502,0,"{""0 - Tutoriel"":1,""1 - Explorateur"":9,""2 - Collaborateur"":12,""3 - Repetiteur"":5}","{""Levels\/Tutoriel\/Tutoriel.xml"":3,""Levels\/Explorateur\/Niveau01.xml"":3,""Levels\/Explorateur\/Niveau02.xml"":3,""Levels\/Explorateur\/Niveau03.xml"":3,""Levels\/Explorateur\/Niveau04.xml"":2,""Levels\/Explorateur\/Niveau05.xml"":1,""Levels\/Tutoriel\/OuvrirPorte.xml"":3,""Levels\/Explorateur\/Niveau06.xml"":2,""Levels\/Explorateur\/Niveau07.xml"":1,""Levels\/Explorateur\/Niveau08.xml"":1,""Levels\/Tutoriel\/NommerScript.xml"":3,""Levels\/Collaborateur\/Niveau01.xml"":3,""Levels\/Collaborateur\/Niveau02.xml"":3,""Levels\/Collaborateur\/Niveau03.xml"":3,""Levels\/Collaborateur\/Niveau04.xml"":2,""Levels\/Infiltration\/Niveau07.xml"":3,""Levels\/Infiltration\/Niveau10.xml"":2,""Levels\/Collaborateur\/Niveau05.xml"":3,""Levels\/Collaborateur\/Niveau06.xml"":3,""Levels\/Collaborateur\/Niveau07.xml"":3,""Levels\/Tutoriel\/CreateScript.xml"":2,""Levels\/Collaborateur\/Niveau08.xml"":1,""Levels\/Repetiteur\/Niveau01.xml"":3,""Levels\/Repetiteur\/Niveau02.xml"":3,""Levels\/Repetiteur\/Niveau03.xml"":3,""Levels\/BlocklyMaze\/Niveau04.xml"":3,""Levels\/Repetiteur\/Niveau04.xml"":3}",2023-06-05 16:02:56
1AB8A763,3ème,3ÈME,0,"{""0 - Tutoriel"":1,""1 - Explorateur"":9,""2 - Collaborateur"":9}","{""Levels\/Tutoriel\/Tutoriel.xml"":3,""Levels\/Explorateur\/Niveau01.xml"":3,""Levels\/Explorateur\/Niveau02.xml"":2,""Levels\/Explorateur\/Niveau03.xml"":3,""Levels\/Explorateur\/Niveau04.xml"":1,""Levels\/Explorateur\/Niveau05.xml"":1,""Levels\/Tutoriel\/OuvrirPorte.xml"":2,""Levels\/Explorateur\/Niveau06.xml"":1,""Levels\/Explorateur\/Niveau07.xml"":1,""Levels\/Explorateur\/Niveau08.xml"":1,""Levels\/Tutoriel\/NommerScript.xml"":2,""Levels\/Collaborateur\/Niveau01.xml"":3,""Levels\/Collaborateur\/Niveau02.xml"":1,""Levels\/Collaborateur\/Niveau03.xml"":1,""Levels\/Collaborateur\/Niveau04.xml"":1,""Levels\/Infiltration\/Niveau07.xml"":2,""Levels\/Infiltration\/Niveau10.xml"":3,""Levels\/Collaborateur\/Niveau05.xml"":2,""Levels\/Collaborateur\/Niveau06.xml"":3}",2023-05-25 12:12:45
1AF16B83,5ème,502,0,"{""0 - Tutoriel"":1,""1 - Explorateur"":6}","{""Levels\/Tutoriel\/Tutoriel.xml"":3,""Levels\/Explorateur\/Niveau01.xml"":3,""Levels\/Explorateur\/Niveau02.xml"":2,""Levels\/Explorateur\/Niveau03.xml"":2,""Levels\/Explorateur\/Niveau04.xml"":3,""Levels\/Explorateur\/Niveau05.xml"":2,""Levels\/Tutoriel\/OuvrirPorte.xml"":2}",2023-05-22 15:09:00
1B817423,3ème,3ÈME,0,"{""0 - Tutoriel"":1,""1 - Explorateur"":9,""2 - Collaborateur"":9}","{""Levels\/Tutoriel\/Tutoriel.xml"":3,""Levels\/Explorateur\/Niveau01.xml"":3,""Levels\/Explorateur\/Niveau02.xml"":3,""Levels\/Explorateur\/Niveau03.xml"":3,""Levels\/Explorateur\/Niveau04.xml"":1,""Levels\/Explorateur\/Niveau05.xml"":1,""Levels\/Tutoriel\/OuvrirPorte.xml"":2,""Levels\/Explorateur\/Niveau06.xml"":1,""Levels\/Explorateur\/Niveau07.xml"":1,""Levels\/Explorateur\/Niveau08.xml"":1,""Levels\/Tutoriel\/NommerScript.xml"":3,""Levels\/Collaborateur\/Niveau01.xml"":3,""Levels\/Collaborateur\/Niveau02.xml"":2,""Levels\/Collaborateur\/Niveau03.xml"":1,""Levels\/Collaborateur\/Niveau04.xml"":2,""Levels\/Infiltration\/Niveau07.xml"":1,""Levels\/Infiltration\/Niveau10.xml"":3,""Levels\/Collaborateur\/Niveau05.xml"":1,""Levels\/Collaborateur\/Niveau06.xml"":2}",2023-06-15 12:09:25
1C5A1F42,4ème,4EME,0,"{""0 - Tutoriel"":1,""1 - Explorateur"":6}","{""Levels\/Tutoriel\/Tutoriel.xml"":3,""Levels\/Explorateur\/Niveau01.xml"":3,""Levels\/Explorateur\/Niveau02.xml"":3,""Levels\/Explorateur\/Niveau03.xml"":3,""Levels\/Explorateur\/Niveau04.xml"":3,""Levels\/Explorateur\/Niveau05.xml"":3,""Levels\/Tutoriel\/OuvrirPorte.xml"":2}",2023-05-25 08:57:19
